Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Canada,CAN,1.24276123131684,1.18367554138942,1.09893087887878,1.09525810706129,1.03476948386834,1.04531178311831,0.993788591465188,0.829909353323744,0.812842623716166,0.931281553452429,1.0861994547665,1.08479328329522,0.899226809998674,0.932186964148048,0.94708626967041,1.01355939144957,0.970654173316653,1.083871149194,1.14470768476526,1.11135202971694,0.97540725097113,1.08374652233653,1.05338098055318,1.00142284689661,0.760300145238936,1.13153974027004,1.19543575451553,1.43322615679352,1.46171259938134,1.08436897113225,0.553902422386893,1.80390457488184,2.90468017061162,2.96220294420494
Central Europe and the Baltics,CEB,-0.247419130546434,-0.324609501806508,-0.0631650560563044,-0.0184764837376054,-0.143117925972543,-0.216913404828966,-0.186425684036871,-0.167998487772591,-0.162519116055211,-0.563773690484113,-0.729067856444102,-0.652588914336905,-0.314241146330712,-0.274658938488359,-0.272920120995345,-0.254402113821936,-0.372939772327643,-0.358270056820759,-0.191997901063799,-0.362321893446287,-0.237214258031937,-0.235021587775693,-0.346441569732424,-0.279993650668035,-0.297993499615906,-0.316337439806704,-0.302888085449285,-0.257617487691325,-0.205872946873443,-0.63867745350422,-1.00291129900562,-0.13367547636684,0.111693279901196,-0.121594654206648
Switzerland,CHE,1.24982602441627,1.10252107229095,0.910715565788466,0.797158411024818,0.668242326234317,0.441636406706345,0.240891210155647,0.297135765740057,0.476919931285641,0.561954617400164,0.632771238018431,0.756469145838096,0.74191960337232,0.687425960233006,0.640601540243491,0.627558473346134,0.893690977823134,1.27061807385776,1.24948463127384,1.0415580576588,1.11187894263206,1.06181932886789,1.14987975781229,1.22010397343287,1.13833715247736,1.09203117387253,0.933155888738653,0.736633975172522,0.713313668444329,0.730676195047382,0.765501039496593,0.829927183900371,1.26498425447772,1.30500749907811
Channel Islands,CHI,0.822677561252511,0.32110532016154,0.173272581725528,0.123385747713563,0.057849249228729,0.218698077621589,0.444857971479324,0.47216244923927,0.440128401854177,0.376103046296504,0.498384652290452,0.690255844571338,0.717325515279559,0.712216582260157,0.712404500701567,0.70801362983327,0.707543263751395,0.705129687243067,0.702731939855193,0.70224119137965,0.681691594926131,0.662148684316799,0.626273191358049,0.584896106024657,0.446380040967648,0.262115340226344,0.265690188653133,0.38266747377841,0.417438625700863,0.359172843142478,0.30392604241618,0.283869921965387,0.284259058075622,0.25906981677504
Chile,CHL,1.66290007957355,1.61244609996212,1.55575470326431,1.50594720365816,1.46395387384967,1.41256567140629,1.33747554386278,1.29984189219994,1.25802753178631,1.19601925947085,1.15569441781061,1.10379186272101,1.04651515030085,1.00938163923532,0.992481122862039,0.976434392610197,0.978803488234499,0.999137869915681,1.00886800592722,1.00455362363927,0.986604121119825,0.959562935237505,0.95374468290385,0.996818460180589,1.0215666887643,1.2094154366484,1.58394825779579,1.78538584857741,1.59911795256016,0.896491953505063,0.441498091207504,0.495789591494285,0.53962870957127,0.537425495656651
China,CHN,1.36443400840349,1.2255362283362,1.14961943083465,1.13026063215591,1.08650915088974,1.04814151412165,1.02345002419879,0.959550406298151,0.865851392993279,0.787956592953992,0.726380637838525,0.669999567758626,0.622860936133583,0.593932815112141,0.588124989556992,0.558374367373002,0.522271866392275,0.51238693163744,0.497381400884935,0.482959688678361,0.546457594880274,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.238040870229883,0.0892522000412526,-0.0130995013525784,-0.103794531589067,-0.123063407363995
Cote d'Ivoire,CIV,3.97333758123589,3.99092066742327,3.97762421552749,3.93475451975512,3.90104410052876,3.87367317960594,3.84212357223658,3.7715073412938,3.25878249601035,2.76729583954346,2.67539291726228,2.58396350857445,2.49227881118865,2.42497124712807,2.38748971138117,2.35559796287643,2.3271214491968,2.27477682329573,2.22245214914258,2.20359114199838,2.17265768049368,2.08872019159152,1.99427988380631,2.42493545476417,2.88906178023194,2.90076810314127,2.82237176165589,2.69696827034562,2.61916841176218,2.53019803537112,2.47398737434864,2.51622934953513,2.50384681190665,2.43618201263834
Cameroon,CMR,2.91649859858171,2.86561545097735,2.84736268467474,2.8078428743676,2.74525060356896,2.69148816728723,2.65155206464138,2.64804169057659,2.65296340314705,2.63276307164066,2.62643255915311,2.68124815756453,2.72747133462562,2.74741504067453,2.75573848394242,2.74855128044116,2.80627824632764,2.86258453269924,2.86539222671372,2.85766146651935,2.82842297078772,2.8130471843416,2.80909371019789,3.02592195035823,3.13934346036401,2.98933225067819,2.83499798189177,2.77030987519388,2.78164441246944,2.7244863481235,2.65496076580698,2.62905090961273,2.64245336134821,2.61268294319567
"Congo, Dem. Rep.",COD,3.32896574554935,3.37819074562411,3.57407160295395,4.73302553589306,4.15133342018812,1.92231853470865,1.60697628662433,2.7168325472246,3.35830626776397,3.20780748301006,3.1670663452371,3.05620605844951,2.92124332432638,2.94457864295254,3.07172770424984,3.08284543640824,3.02531584938763,3.01581282864875,3.09097719189927,3.18751592835336,3.28016564590395,3.33860489598034,3.40170849300578,3.39069033335839,3.3022434270539,3.54100823238224,3.65684620577994,3.34726508426912,3.1695285579572,3.22098049233111,3.23790848096045,3.2234019442495,3.25963514299902,3.24257627586721
"Congo, Rep.",COG,2.84375270288645,2.82732962442827,2.95877222797506,2.96210080829983,2.81495847083628,2.77351309990398,2.13764124883637,2.19871345259958,2.70071143354333,3.83186610159414,3.77361792459761,2.36249435317099,2.79519896193446,3.41769832826944,3.60380377830421,3.74399199815897,3.65924543843284,3.28885266905607,3.99594017742806,4.14243050486562,3.25058981932031,2.79640825415116,2.43092781986762,2.41608932821437,2.41638740919909,2.42169941927317,2.43024073423953,2.43884022378671,2.40634419722279,2.39477691216791,2.39414288318435,2.39665300284304,2.41919038084212,2.39829082784283
Colombia,COL,2.00897406347511,1.98094862084333,1.99678655879278,1.97202887200902,1.9096370992151,1.82129460113512,1.78958066993845,1.79149449060697,1.73833578882204,1.63798274950516,1.57194688390217,1.53792282248162,1.5081090586904,1.46883725533231,1.4002642115634,1.32542990992624,1.26689099629201,1.20339154806457,1.16491370094378,1.13596836363633,1.07133727666266,1.00290782655336,0.948709328751527,0.892711563926366,0.864942376762699,0.990548549326914,1.45147726169193,1.83913784861099,1.78615507724394,1.43632167326968,1.09642825395961,1.06829295530618,1.12092864340999,1.07447920962035
Comoros,COM,2.43526463269378,2.07617358522542,1.82558236566461,1.77024659975985,1.73619184593212,1.72199066913724,1.72218731995402,1.72206986217565,1.78213857663893,1.91989444545768,2.05675116831034,2.11608023442771,1.92701943618421,1.89592485384757,2.04084019817184,2.0170547631074,1.99305922756432,1.98685114604965,1.98865318234701,1.98790768401212,1.99871797531046,2.01149862727803,2.11384957294193,2.17541496047092,2.11093338446849,2.05111578193354,1.99257798738542,1.95274153616222,1.92385702700328,1.96199379762606,1.97631988078353,1.93837687010445,1.92327433672711,1.89182789744612
